trade_date,open,high,low,close,volume,change_pct,article_count,avg_sentiment,max_sentiment,min_sentiment,sentiment_std,bullish_ratio,push_net_avg,news_article_count,news_avg_sentiment,news_max_sentiment,news_min_sentiment,news_sentiment_std,news_bullish_ratio,news_available,sma_5,sma_20,ema_12,volume_change_pct,price_vs_sma_5,price_vs_sma_20,intraday_volatility,volatility_5d,sentiment_lag1,sentiment_lag2,sentiment_lag3,sentiment_momentum,article_count_ma3,discussion_heat,news_sentiment_lag1,news_sentiment_lag2,sentiment_divergence,next_change_pct,label
2025-03-07,985.63,990.53,980.73,985.63,40822280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990.534,1045.4550000000002,1017.990438123017,-9.659272263977947,-0.4950864887020533,-5.722388816352702,0.9942879173726403,1.6914786430812545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,0.0
2025-03-10,985.63,985.63,972.88,978.77,46849886,-0.7,7.0,-0.2214,0.85,-0.85,0.5139,0.1429,10.5714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,986.22,1039.2275,1011.9565245656298,14.765481006940329,-0.7554095435095664,-5.81754235718358,1.3026553735811273,1.5479922480426063,0.0,0.0,0.0,-0.042171428571428575,2.3333333333333335,3.0,0.0,0.0,-0.2214,-2.71,0.0
2025-03-11,950.32,960.13,944.44,952.29,50204233,-2.71,2.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980.5319999999999,1032.657,1002.7770592478405,7.159776226563275,-2.8802731578367626,-7.782545414401874,1.6476073465015846,1.7561406549590504,-0.2214,0.0,0.0,-0.042171428571428575,3.0,0.6666666666666666,0.0,0.0,0.0,1.75,1.0
2025-03-12,961.11,975.82,957.19,968.96,34184887,1.75,1.0,-0.3,-0.3,-0.3,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,974.256,1026.6745,997.5744347481727,-31.90835720964007,-0.5435942914387939,-5.621499316482492,1.9226799867899598,1.6656920483690862,0.0,-0.2214,0.0,-0.0993142857142857,3.3333333333333335,0.3,0.0,0.0,-0.3,-2.33,0.0
2025-03-13,980.73,985.63,946.4,946.4,37035693,-2.33,2.0,0.0,0.8,-0.8,1.1314,0.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,966.4100000000001,1020.0545,989.7014447869154,8.339375233271952,-2.0705497666621935,-7.220643602866317,4.145181741335589,1.8125589645581195,-0.3,0.0,-0.2214,-0.025514285714285698,1.6666666666666667,1.2,0.0,0.0,0.0,-0.62,0.0
2025-03-14,946.4,950.32,936.59,940.52,34333748,-0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,957.3879999999999,1013.631,982.1350686658516,-7.295516246989086,-1.7618771072960953,-7.212782560912205,1.459830731935527,1.764899430562547,0.0,-0.3,0.0,-0.025514285714285725,1.0,0.0,0.0,0.0,0.0,1.15,1.0
2025-03-17,958.17,966.02,949.34,951.3,31491061,1.15,1.0,0.4,0.4,0.4,0.0,1.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,951.894,1009.2175,977.3912119480282,-8.27957087586243,-0.062401906094591515,-5.738852130487236,1.7533900977609536,2.001179652105228,0.0,0.0,-0.3,0.15067619047619046,1.0,1.0,0.0,0.0,0.4,0.57,1.0
2025-03-18,961.65,963.62,953.77,956.72,21575327,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,952.7800000000001,1003.8489999999999,974.2110254944853,-31.487456075233546,0.41352673229916037,-4.694829600866257,1.0295593277029875,1.6178009766346424,0.4,0.0,0.0,0.15067619047619046,0.3333333333333333,0.0,0.0,0.0,0.0,-1.96,0.0
2025-03-19,950.81,952.78,936.03,938.0,35245036,-1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.5880000000001,996.809,968.6400984953336,63.35806173412806,-0.9072584904942887,-5.899726025748159,1.7857142857142856,1.5220939524221238,0.0,0.4,0.0,0.11904761904761904,0.3333333333333333,0.0,0.0,0.0,0.0,3.47,1.0
2025-03-20,963.62,970.52,956.72,970.52,28715956,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,951.412,991.8855,968.9293141114362,-18.52482148124348,2.0083833291991215,-2.154028867243245,1.4219181469727522,2.034200088486873,0.0,0.0,0.4,-0.014285714285714287,0.0,0.0,0.0,0.0,0.0,-1.32,0.0
2025-03-24,971.5,972.49,957.71,957.71,16121506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,956.132,981.0024999999999,965.7427633578923,-58.88935220465601,0.1650399735601453,-2.374356844146667,1.5432646625805277,2.11153261873929,0.0,0.0,0.0,-0.05714285714285714,0.0,0.0,0.0,0.0,0.0,1.85,1.0
2025-03-25,974.46,980.37,970.52,975.44,26167428,1.85,1.0,0.6,0.6,0.6,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,959.876,977.0604999999999,967.2346459182165,62.31379376095509,1.6214594385108159,-0.16585462210373658,1.0098007053227285,2.2480591629225426,0.0,0.0,0.0,0.057142857142857134,0.3333333333333333,3.0,0.0,0.0,0.6,-1.01,0.0
2025-03-26,980.37,980.37,965.59,965.59,21735917,-1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,965.394,973.6065000000001,966.9816234692601,-16.935218088686444,0.020302591480786746,-0.8233819309957426,1.5306703673401727,2.027182774196743,0.6,0.0,0.0,0.11428571428571428,0.3333333333333333,0.0,0.0,0.0,0.0,-2.24,0.0
2025-03-27,946.87,949.83,943.92,943.92,34563256,-2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.074,968.824,963.4336813970663,59.01448280281896,-1.6825786345635856,-2.5705391278498464,0.6261123824052973,1.559079856838643,0.0,0.6,0.0,0.11428571428571428,0.3333333333333333,0.0,0.0,0.0,0.0,-0.63,0.0
2025-03-28,932.09,940.96,932.09,938.0,33101234,-0.63,1.0,-0.9,-0.9,-0.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,956.132,964.726,959.520807335979,-4.229989211664553,-1.896390874900113,-2.7703202774673845,0.9456289978678043,1.502740829284945,0.0,0.0,0.6,-0.2571428571428571,0.3333333333333333,3.0,0.0,0.0,-0.9,-4.41,0.0
2025-03-31,906.47,910.42,896.62,896.62,51064611,-4.41,11.0,0.1455,0.5,-0.9,0.5336,0.7273,42.3636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,943.914,959.5400000000002,949.8437600535208,54.267997984606865,-5.010414084333952,-6.557308710423763,1.5391135598135168,2.2918595070378993,-0.9,0.0,0.0,-0.2294285714285714,4.0,2.75,0.0,0.0,0.1455,3.74,1.0
2025-04-02,935.05,938.0,924.21,928.15,24849656,-0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,927.3619999999999,953.4,943.9386684406866,-22.821767184243168,0.08497221149886719,-2.648416194671701,1.48575122555621,3.0034063994071802,-0.9,0.1455,-0.9,-0.10085714285714284,4.0,0.0,0.0,0.0,0.0,-9.98,0.0
2025-04-07,835.53,835.53,835.53,835.53,23820773,-9.98,5.0,0.26,0.5,0.0,0.2408,0.6,28.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,905.684,945.8950000000001,927.260411757504,-4.140431561708535,-7.745968792647324,-11.667785536449617,0.0,5.173806142483501,0.0,-0.9,0.1455,-0.014119047619047614,2.0,2.5,0.0,0.0,0.26,-3.77,0.0
2025-04-08,785.28,830.61,785.28,804.0,116648736,-3.77,5.0,0.24,0.5,-0.1,0.2793,0.6,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,878.884,936.8135,908.2972714871188,389.69332775221017,-8.52035080852536,-14.177154791215111,5.638059701492542,5.110912834318348,0.26,0.0,-0.9,0.33159523809523817,3.3333333333333335,1.5,0.0,0.0,0.24,-3.8,0.0
2025-04-09,797.11,813.86,768.53,773.46,107582838,-3.8,3.0,-0.1667,0.3,-0.4,0.4041,0.3333,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,854.2520000000001,926.548,887.5530758737159,-7.771964198566195,-9.457630769374848,-16.522403588373184,5.860677992397802,5.073778670773884,0.24,0.26,0.0,0.2998428571428572,4.333333333333333,0.6923076923076924,0.0,0.0,-0.1667,9.94,1.0
2025-04-10,850.31,850.31,850.31,850.31,19416428,9.94,1.0,-0.7,-0.7,-0.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,838.29,921.4490000000002,881.8233718931442,-81.95211396077876,1.4338713333094733,-7.720340463769587,0.0,7.329231201156094,-0.1667,0.24,0.26,-0.0487285714285714,3.0,0.3333333333333333,0.0,0.0,-0.7,3.01,1.0
2025-04-11,835.53,875.93,823.71,875.93,76103586,3.01,2.0,0.0,0.0,0.0,0.0,0.0,99.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,827.8459999999999,916.7974999999999,880.916699294199,291.9546169872234,5.808326669453022,-4.4576365009721295,5.961663603255959,7.613885341926289,-0.7,-0.1667,0.24,-0.10794285714285712,2.0,1.0,0.0,0.0,0.0,-2.7,0.0
2025-04-14,881.84,889.72,852.28,852.28,66326054,-2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.1960000000001,912.0915000000001,876.5110532489376,-12.84766265810392,2.5365858353504867,-6.557620589600948,4.392922513727889,5.965947535806864,0.0,-0.7,-0.1667,-0.18094761904761902,1.0,0.0,0.0,0.0,0.0,1.39,1.0
2025-04-15,861.15,866.08,852.28,864.11,30562095,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,843.2180000000001,908.2710000000001,874.6031989029473,-53.92143334804751,2.477651093785941,-4.862095123591974,1.5970188980569682,5.459685888400539,0.0,0.0,-0.7,0.05238571428571429,0.6666666666666666,0.0,0.0,0.0,0.0,-2.51,0.0
2025-04-16,854.25,856.22,839.47,842.43,42128082,-2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,857.0120000000001,902.8275000000001,869.6534759948015,37.84422173938011,-1.7014930946124565,-6.689816160894539,1.9882957634462213,5.165136009825877,0.0,0.0,0.0,0.08952857142857143,0.0,0.0,0.0,0.0,0.0,-0.94,0.0
2025-04-18,840.46,845.39,837.5,837.5,20101219,0.35,1.0,0.0,0.0,0.0,0.0,0.0,309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,846.174,891.6940000000001,860.1371041146211,-40.32502246878995,-1.0250846752559142,-6.077645470307086,0.9420895522388043,1.777546061287861,0.0,0.0,0.0,0.1,0.3333333333333333,3.0,0.0,0.0,0.0,-1.76,0.0
2025-04-21,831.59,834.55,819.77,822.72,18415705,-1.76,1.0,0.5,0.5,0.5,0.0,1.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,840.2620000000001,884.3039999999999,854.3806265585256,-8.38513325982867,-2.0876821753215102,-6.96412093578677,1.7964799688836994,1.5754142312420527,0.0,0.0,0.0,0.09523809523809525,0.6666666666666666,1.5,0.0,0.0,0.5,-2.28,0.0
2025-04-22,813.86,816.81,804.0,804.0,28888527,-2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,828.24,876.6184999999999,846.629760934137,56.86897134809663,-2.9266879165459296,-8.283934231367457,1.5932835820895455,1.162570427974146,0.5,0.0,0.0,0.09523809523809525,0.6666666666666666,0.0,0.0,0.0,0.0,6.99,1.0
2025-04-23,840.46,860.16,835.53,860.16,37863656,6.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.7860000000001,871.741,848.711336175039,31.068143419011985,3.4112139420475827,-1.328490916453398,2.8634207589285707,3.776515589799675,0.0,0.5,0.0,0.09523809523809525,0.3333333333333333,0.0,0.0,0.0,0.0,-1.03,0.0
2025-04-24,872.97,872.97,846.37,851.3,32238198,-1.03,1.0,0.6,0.6,0.6,0.0,1.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,835.1360000000001,865.534,849.10959214811,-14.857144275766709,1.935493141236861,-1.6445338946823624,3.1246329143662663,3.785132758570033,0.0,0.0,0.5,0.04285714285714287,0.3333333333333333,3.0,0.0,0.0,0.6,2.78,1.0
2025-04-25,886.77,887.75,872.97,874.94,34640282,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,842.624,861.0015,853.0835010484006,7.4510492180735355,3.8351625398754403,1.6188705826877294,1.689258692024593,3.921970168168033,0.6,0.0,0.0,0.04285714285714287,0.3333333333333333,0.0,0.0,0.0,0.0,1.01,1.0
2025-04-28,884.8,884.8,879.87,883.81,21830091,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,854.842,857.9960000000001,857.810654733262,-36.98061984599317,3.3886963906780387,3.0086387349124992,0.5578121994546283,3.630004132229051,0.0,0.6,0.0,0.04285714285714287,0.3333333333333333,0.0,0.0,0.0,0.0,0.56,1.0
2025-04-29,883.81,888.74,879.87,888.74,24362874,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,871.79,855.533,862.5690155435294,11.602255803697759,1.9442755709517252,3.881439991210157,0.9980421720638212,3.070988440225717,0.0,0.0,0.6,-0.1571428571428571,0.0,0.0,0.0,0.0,0.0,0.67,1.0
2025-04-30,887.75,894.65,885.78,894.65,35405654,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,878.6880000000001,855.4345,867.5045516137557,45.32626158966302,1.8165719800429587,4.584278515771812,0.991449170066507,1.3590327442707129,0.0,0.0,0.0,-0.0857142857142857,0.0,0.0,0.0,0.0,0.0,4.63,1.0
2025-05-02,924.21,936.03,918.3,936.03,43873135,4.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.634,855.7299999999999,878.0469282885624,23.915618110034064,4.510324529886088,9.383800965257743,1.8941700586519683,1.7552350269978043,0.0,0.0,0.0,-0.0857142857142857,0.0,0.0,0.0,0.0,0.0,-1.26,0.0
2025-05-05,941.94,942.93,909.43,924.21,52770209,-1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,905.4879999999999,855.533,885.1489393210912,20.279093344936495,2.067614369268295,8.02739344946367,3.6247173261488186,2.151318200545885,0.0,0.0,0.0,-0.0857142857142857,0.0,0.0,0.0,0.0,0.0,-1.92,0.0
2025-05-06,902.53,916.33,902.53,906.47,37538894,-1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,910.0200000000001,859.0800000000002,888.4291025024618,-28.86347294929228,-0.39010131645459084,5.51636634539273,1.5223890476243083,2.551319266575625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,1.0
2025-05-07,911.4,918.3,897.61,914.36,36907620,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,915.144,864.598,892.4184713482368,-1.681653167512076,-0.0856695776839483,5.755507183685373,2.262784898726972,2.5558110258780844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.08,0.0
2025-05-08,919.28,925.19,904.5,904.5,27985917,-1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,917.1139999999999,871.15,894.2771680638928,-24.17306507436676,-1.3754015313254317,3.828272972507608,2.287451630735219,2.6611407328437156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38,1.0
2025-05-09,924.21,935.05,920.27,935.05,36383573,3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,916.918,875.3870000000001,900.5499114386785,30.00672088036278,1.9774941706891944,6.815614122668019,1.580664135607719,2.1576422316964385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,1.0
2025-05-12,939.97,947.86,938.0,942.93,23402547,0.84,1.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,920.6619999999999,878.7369999999999,907.0699250634972,-35.67826062602483,2.4186943742654776,7.305143632281344,1.0456767734614463,2.0534166649757144,0.0,0.0,0.0,0.0,0.3333333333333333,3.0,0.0,0.0,0.0,1.25,1.0
2025-05-13,975.44,975.44,954.75,954.75,38047856,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930.318,883.8605,914.4053212075745,62.57997900826777,2.626198783641724,8.020439877107304,2.1670594396438916,1.5876303096124063,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,3.1,1.0
2025-05-14,975.44,984.31,973.47,984.31,40475123,3.1,2.0,0.05,0.5,-0.4,0.6364,0.5,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,944.308,889.8705,925.15988717564,6.379510582672521,4.23611787679443,10.612723986242937,1.101279068586108,1.8199505487787253,0.0,0.0,0.0,0.009523809523809539,1.0,2.0,0.0,0.0,0.05,-0.6,0.0
2025-05-16,976.43,983.33,974.46,983.33,16878650,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,968.7439999999999,904.108,941.0398008772335,-31.56084172300441,1.505660938287115,8.762448734000817,0.9020369560574787,1.3515250645104533,0.5,0.05,0.0,0.10476190476190479,1.0,0.0,0.0,0.0,0.0,-1.4,0.0
2025-05-19,978.4,979.39,965.59,969.53,19906139,-1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,974.064,910.7095000000002,945.4229084345822,17.93679589303647,-0.46547249462047585,6.4587555087544155,1.4233700865367709,1.7405458913800538,0.0,0.5,0.05,0.0880952380952381,0.3333333333333333,0.0,0.0,0.0,0.0,-0.61,0.0
2025-05-20,976.43,979.39,963.62,963.62,20897857,-0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,975.838,917.7545,948.222460983108,4.981970637299371,-1.252052082415315,4.997578328409177,1.636537224217013,1.7575608097587938,0.0,0.0,0.5,-0.07857142857142856,0.0,0.0,0.0,0.0,0.0,1.23,1.0
2025-05-21,971.5,984.31,968.55,975.44,26248757,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,974.064,926.3264999999999,952.4097746780144,25.605017777660176,0.14126381839387248,5.301964264220031,1.6156811285163608,1.0368365348501123,0.0,0.0,0.0,-0.07857142857142856,0.0,0.0,0.0,0.0,0.0,-0.81,0.0
2025-05-23,978.4,978.4,960.67,969.53,22213030,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,969.1360000000001,937.608,957.01587417775,18.485006970245976,0.04065476878373023,3.4046211209801993,1.8287211329200765,1.0191516079563376,0.0,0.0,0.0,-0.07142857142857142,0.0,0.0,0.0,0.0,0.0,-0.81,0.0
2025-05-26,960.67,969.53,960.67,961.65,19329052,-0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967.5600000000001,941.9435000000001,957.7288166119423,-12.983271530268492,-0.6108148331886479,2.0921106202229636,0.92133312535746,0.8816461875378286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.13,0.0
